"","V1","V2","V3"
"1",0.0169102260633491,0.0164174362676068,0.0124994772137794
"2",0.00842756197274325,0.00918279357667534,0.0170984360400801
"3",0.00173933504739319,0.00265380780709297,-0.00954929271922626
"4",0.0255686107523405,0.0248627497381785,0.0388654812557661
"5",0.00110870659821421,0.000152970579206413,-0.00257909088508674
"6",0.00804203031418724,0.00821358151994627,0.0145278262698435
"7",0.0272018010676472,0.0259420766602674,0.0225186601866109
"8",0.0888559126253444,0.0889845867668202,0.0949154008450584
"9",-0.0675473106732584,-0.0685010772981592,-0.0722924753005778
"10",-0.0520970744120668,-0.0522906051151684,-0.0602149898161194
"11",-0.0313752680854552,-0.0307429339331198,-0.0262791687162634
"12",-0.0186112956714913,-0.0181901592126886,-0.019417190210204
"13",0.0273047827930174,0.0278137072498122,0.0338911456957696
"14",-0.0151184761918164,-0.0153328891150201,-0.0185158215988136
"15",0.030828059342041,0.0311112748911885,0.0267328500137769
"16",0.0262434754162614,0.0244171694614038,0.0185728199492529
"17",0.0184743229876417,0.0186661125070796,0.0202398512569768
"18",-0.00605131995798792,-0.00573229095985717,-0.00252842672036374
"19",0.0132718021109454,0.0136802017494242,0.0142072494126464
"20",0.0043764013942343,0.00493172730651041,0.00145045623840162
"21",-0.0227332310124983,-0.0225475445732067,-0.0220162607831511
"22",0.00430416025462195,0.00465976255218176,0.0034361868933994
"23",-0.0524286417861309,-0.0524675992242456,-0.047887409938772
"24",-0.0128307632230569,-0.0124031944491392,-0.00793970943086916
"25",0.0267523520575467,0.0271698960990781,0.0313944629127135
"26",0.0501268203817303,0.0485975251867043,0.0418450847241095
"27",-0.040825205103159,-0.0397928517337292,-0.0368995437415846
"28",-0.0371067211208643,-0.0368159463447298,-0.0324806997756563
"29",0.0370021059511886,0.0372296429974069,0.0327203096122101
"30",0.027012309059277,0.027611197952787,0.0315477539706753
"31",-0.0359899182993764,-0.0366152213883689,-0.0441333224420727
